customer_message,agent_response,company
7.45 from Stoke on Trent to Manchester late again?,"Apologies, this service is currently delayed by 5 minutes I'm afraid due to a signalling issue",VirginTrains
Apple your latest software update is slowing the speed on my phone on top of draining my battery! WTF?!? This is annoying!,We'd like to work with you. Let's discuss this further in DM.,AppleSupport
🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿,Now you have the FREEEEEDOM to use it whenever you like 😉,O2
"Hello,Im tweeting you today to let you know of a grievance. As of last month you have been the exclusive service to watch seasons 9-16. On Netflix the curse words weren’t bleeped and added a lot of comedy,However, you bleep all curses. Please change thisThx","Sorry, Jonah! We stream content in the form provided to us by our content partners, but we'll share your feedback with our team.",hulu_support
How about an update so Creative Cloud DOESN'T CRASH every 2 minutes? Can't view images full screen in Bridge or Lightroom.,"Hi Jay, can you provide details for when the crash happens? Which app version and OS are you using? Are the video card drivers updated?",AdobeCare
The total claim amount,Please contact our Claims Department at 1.877.366.1121 to provided the updated information.,BofA_Help
we are receiving some messages on whatsapp abt sale quizzes but the website addr looks bit weird,This doesn't look to be rolled out from our end. You can choose to ignore the same and block the sender for safety.,AmazonHelp
Accidentally booked a hotel on through pay and they refuse to refund even though I called 2 min later. 😡,"Hey Tanya, thanks for bringing this to our attention – send a note to __email__ and we’ll look into it!",HotelTonightCX
power outlets in waiting area of C2 at SeaTac so worn out that plugs fall right out. Please fix. #iFlyAlaska,I am sorry. I will share this with the station. -Andre,AlaskaAir
Trying to enjoy my thanksgiving and I can't because 's shitty television service that won't let me watch football clearly,"I'm sorry to hear about the service issue, I can certainly take a look. Please Follow/DM the account information including the full address and phone number.",Ask_Spectrum
"my new phone 6 has never been so slow and died so quickly. IOS 11 sucks, so rotted.",Let's see what we can do to help. Send us a DM with more details and we can look into this for you.,AppleSupport
Any chance you can add the calendar back to your app? Makes it so much easier when looking for dates!,"Thanks for this feedback Adam, sorry we changed this. I will pass these comments onto our App team.",VirginTrains
"Saint Joseph, MO. North Belt HWY",Is that 320 N Belt Hwy or 3301 N Belt Hwy?,TacoBellTeam
And bugs in ios11.3 continues.,We're here to assist. Please meet us in DM and we'll take a further look into together.,AppleSupport
Yea. This happened with two order. One had the delivery date this past Monday but as of the day before it was out of stock and unshipped.,So sorry to hear about this Michael.,AmazonHelp
But other networks seem to work on the train. When stationary still bad a lot of buffering. Have changed SIM cards and tried all troubleshooting.,"When you say it's bad when stationary, is this when you're still on the train? You can find more information on train signal and how it's affected here",O2
"Sir I have better business mind more then who do MBA, but I have no any platform I request give me opportunity for this. I promised I will not get salary one year.",Thank you for showing your interest in working with us. You can have a look at all the available job positions here:,AmazonHelp
Thanks for the ride #ACESCON17 #Chicago,Nice shot! Thanks for flying with us!,SouthwestAir
I'd like to take this time to thank: for their donations to campaign events;,You're welcome! -James,ChipotleTweets
Toasting to a great weekend at Palomar Beverly Hills 😍🥂🥂🥂,"We'll go ahead and grab our glasses, too. It's been great having you here. Cheers.",Kimpton
Shout out to for stocking a variety of fresh turkeys for those of us who may have had a turkey “oops” on turkey day 😉. Let the cooking commence!,"Thanks for the shout-out and for shopping with us, Scott. Enjoy! -Isa",Walmart
It is no longer wheels up. It’s wheels off. Thanks for ripping the wheels off my suitcase.,Oh no. Were you able to stop by Baggage Office and submit a claim for this? My apologies for the issues. *HRO,Delta
Hello I have a problem and I want you to solve it for me as soon as possible I have shipped a card to buy games on the occasion of reducing my account and the American bar which I have a European game was Btfield 1 and I purchased the package Premium and I shipped,"Sorry to hear that! For refund info, please check the following link:",AskPlayStation
"I'm at American Airlines Ticket Counter - in Columbus, OH","We're excited to see you on this fine morning, Dan! Enjoy your flight.",AmericanAir
hi. I loaded 2 N500 pins normally. I then loaded another N500 pin with the code *323*pin# without success but I wasn't credited.,"Good morning, may we have your number and card serial number via DM for clarification. Thank you. SO",GloCare
do you guys have a survey I can fill out about my recent trip. Took first class and was not happy with the experience #thanks,.team via the following link *HCA 2/2,Delta
Why did McDonald's have to take away Chicken Selects?,"They’re both delicious, but Chicken Selects were a limited-time offer. Buttermilk Crispy Tenders are here to stay!",McDonalds
Hi I have a question regarding the $150 reward bonus once you spend $500 (Cash Rewards credit card) How are u able to redeem it?,Thanks for reaching out to us. Please send us your full name/ZIP/phone # so our Social Care Team can follow up with you.,BofA_Help
service is down since about 25 minutes ago - nothing loads,"We should be back up after a brief interruption: Sorry for the trouble! If issues persist, let us know.💚",hulu_support
"The gesture does not meet with the expenses, time utilised or phone calls, distress or frank misinformation and lies and service! Point is transparency as a reputable company and #britishairways is not meeting that. Trying to rip customers off too!","Hi Kat, I'm sorry for the stress and inconvenience this has caused you. This will certainly be fed back 1/2",British_Airways
A donation came out of my bank account which put my account negative 38 cents and charged me 35 dollars.y do I bank w them,"Hi Amanda. For info about overdraft fees and how to avoid them, go to",BofA_Help
Battery drains fast with #iOS11 and new #iPhone8. #apple,Thanks for reaching out. DM the specific iOS version you're using so we can help.,AppleSupport
"The connection works fine, first box connects and DVR is broke (told to me by Verizon), second can't connect. BAD SERVICE!",So the first had an issue with the hard drive and the replacement can't connect physically or is it a data connection to the router?,VerizonSupport
Merci beaucoup! 🤗,"You're most welcome,Aida.If you need any further assistance, do not hesitate to contact us here. Have an awesome day! -Mar",AirAsiaSupport
Raven from customer services promised updates. I ordered a prime item and it never arrived. I chased every day and was told every day it was out for delivery. It was one lie after the next!,Please give us another chance to make this right. Please reach out to us here: so we can look into this for you. We want to help!,AmazonHelp
"one last point. Out of 230 pairs of trousers in a size 20 on your website, 10 pairs come in long. Just like to know why?",We'll share your thoughts with our womenswear team to consider moving forward. Thanks 2/2,marksandspencer
Is this acceptable to wait 3 weeks for an apple wacht under warranty to get repaired or swapped? Because I think no.,We're here to help. DM us which location you took your Apple Watch to and we'll get started.,AppleSupport
hello I live in area code 92604. Is there an outage? Just lost internet,", we can take a look please DM full address and primary name on the account. = JJ",CoxHelp
"I have a feeling is going to block me. But, any news on fixing what the update broke for some of us? New HD didn't help","Hi there, are you still experiencing issues? Please let us know!",AskPlayStation
You want BBC Radio 1? Alexa serves up BBC Radio Guernsey. Radio 2 - still Guernsey. Radio 3? Ditto. Amazon has 5000 people working on Echo…,"Hi Stanley, we'd like to look into this for you. Please send us your details on this form:",AmazonHelp
"It's back on,thanks.",Glad to hear that and you're most welcome Benjamin.,Safaricom_Care
SİPARİŞ NUMARASI 304-2890154-3033115,Hi! How can we assist? :) Regards,AmazonHelp
Great to host former pilots at. some remarkable combined flying experience,That's sounds amazing Iain. Hope you all had a fabulous day.,British_Airways
"Textbook greaser landing on a crisp, beautiful morning! Happy #wingfriday avgeeks 🤓👨🏻‍✈️✈️","Great pic, James. Thanks for sharing, have a great weekend.",British_Airways
On the phone with c.s rn. Yall need to get ya shit together. I paid the phone off and changed to one line and it's still over 140$. Nah. Fix this shit. I was told it would be lower. What's it looking like over there deals?,We appreciate you reaching out to us. Stay on the line because our rep has your best intention in mind. *JamieK,TMobileHelp
"tenía pedido prime para hoy, me quedé todo el día en casa. Y mis cositas? Ahora tendré que entretenerme con otra cosa.","Lamento el inconveniente, ¿has entrado en contacto con la empresa de transportes para verificar lo sucedido?",AmazonHelp
". hmm seem to be caught in a loop, the link here just keeps redirecting me back to the page I'm on :",Hi there. How's it going? Please let us know if you need further assistance. We're here for you.,MicrosoftHelps
"I have already taken it out of its packaging though, will this be an issue?",this may be a issue could i ask if you have taken it out of the silver packaging as the item as t o be in a resealable condition. Claire,ArgosHelpers
Fix COD Black Ops III for real getting dropped in 2 bullets while I have to hit 4-5 bullets GG really good job :'),Please feel free to leave some feedback and suggestions here -,ATVIAssist
why is your dog food now practically half jelly half food 🤔☹️😳,"Hi Sharon, we're sorry to hear you feel this way. We'll be sure to pass your feedback on. Thanks.",AldiUK
room next door smoking. Our room smells gross. Told hotel multiple times with no action to stop. This is a non-smoking hotel.,Our apologies. Please follow and DM with full name and location on booking to share your concerns with management. Thanks-KL,HiltonHelp
Now into the second hour and 4th attempt to chat with. I’m always “being transferred” and then chat window fails. \o/,"I'm sorry for the trouble! Without sharing account details, will you tell us more about your issue? We'd like to help!",AmazonHelp
when are you launching paypal me in Kenya?,"Hi Marita. Unfortunately, we are unaware of any plans to introduce PayPal.me within Kenya at this time. However, we are constantly looking for ways to expand our product and service availability globally, and will make sure to keep the public updated in.",AskPayPal
Changing planes at MSP and treated to a glorious sunset. This is why I travel. #fly #travel #luxury #msp #sunset #airport #momentofbliss,"Great picture, thanks for sharing! *TMB",Delta
order no 405-9749390-2072353. No one even attempted to deliver it and now I got the message that it's being returned back.,to reinstate the order. I request you to go ahead and place a new order. (2/3),AmazonHelp
And credit given where credit due: responded within 90 min on their site - thank you!,Glad to help! -AC,ChipotleTweets
"Thank you for changing our Barcelona flights with minimum damage to our pockets and as always, efficient professional service #FlyBA","We're glad you got the service you needed, Helen. If you have any other queries, we're available on Twitter 24 hours a day.",British_Airways
what is going on with your call centers? all call attempts have failed so far. swiss and uk numbers,"This definitely isn't what we want to hear, Florens, and we're sorry you've had difficulty getting through to us by phone. Can we help 1/3",British_Airways
Thanks for the great flight,"Anytime, Jonathan! We'll see you back again soon.",AmericanAir
"I had the update 1.06, but nothing has changed for the refueling drop and the classification, I sent you snapshots and a link to the replay of the stream of my part of this night for the drops",ok Can you please clear the cache and power cycle your router and play a match and if this happens again let me know Asap :),ATVIAssist
Come home from Thanksgiving Dinner and both my internet and cable are down. Thanks!,Sorry to hear about the trouble. With all services being impacted do you know where the BBU is located so power can be verified? It can be located in a garage or basement and look like 1 of the 2 units.,VerizonSupport
"Went to this morning - nearly everything I buy there has gone up between 10p and 20p. How can this be justified? Hello, Asda!","Hiya, due to supply costs we do sometimes have to raise prices, however we do try to keep prices as low as we can. -Georgina",Morrisons
"how do I figure out what the last day to meet minimum spend is for the 30,000 bonus points?",Hi there! I never heard back from you. Let me know if I can assist you further. Enjoy your day!,AskAmex
How can i make my check in choose my seats because my fly is tomorrow,"Hi Aide, you can check-in online by logging in to Manage My Booking with your booking reference and surname. If you're unable to complete this you will need to check-in at the airport. ^Natalie",British_Airways
"trying to use the iPad app: can’t search for flights, nor connect my Twitter account. See attached screenshots. Please help. Thanks!",Oh no! Sorry to hear this Glori. Does this message appear when you click on the slider for Twitter on the left hand side of the. 1/2,Delta
why cant i select my car type?,Here to help. Send us a note at so our team can connect.,Uber_Support
"Greek Canadian citizenship, holder of Canadian passport, one way ticket to Athens from Toronto through London, any problem?","Hi there, if you're wanting to book a ticket please contact our Sales team who'll be happy to help. Please 1/2",British_Airways
I played on Whireless,Can you try unplugging your router and console for 5 minutes and let me know the results?,ATVIAssist
I want to add that O2 sent this all for free just to prove how much they love me. I love Twitter 😂,"You're welcome, Raz. We hope you ♥ it!",O2
we need to talk! I need some help with an item pls x,"Hello there, Karen! How can we help? Would you like to Follow us and send a DM with the details perhaps? We'll certainly be happy to help if at all possible ~ Richard",ArgosHelpers
"same price, fewer fruits. Don't need a presentation box smh #bringbackthecitrus8","I will need your full name, full address, email, the product barcode and I'll log this feedback for future review. TY - Lee",Tesco
Okay! Because it says the sale starts from 28th night Thank you anyways! Wish I can just win the phone over Amazon,You are welcome.,AmazonHelp
Currently on hold hell getting the run around and excuses from your staff. I feel sorry for someone that doesn't have a 100% transaction rate on eBay. I hope my followers all retweet this: seller beware,"Oh! Not what we like to hear as we place great emphasis on customer service. If you have a situation you want us to check, we're happy to do so if you DM us with details on what we can do for you.",AskeBay
kindly expedite your process it's already been 2 days since I filed this forgery and it's still not resolved.,We value your time. We shall get things right for you at the earliest.,AmazonHelp
"since updating my phone to ios1102, my phone keeps randomly turning off?!",Well that's not good! Let's see why it's turning off. Do you ever see any alerts when it's loading back up?,AppleSupport
"When trying to file a claim for essentials due to delayed baggage, your website takes me on an endless hunt, but leads nowhere. Is this a way to avoid people from making claims? Terribly sad!","Hi Swarup, if you click on the following link and follow the process for 'Baggage' and then 'Delayed Baggage', the form you need to complete will come up",VirginAtlantic
sent a book to my father for a gift this week and the spine was already separated from the binding. How can I request a replacement?,"Hi there, Blake! To request a replacement for the damaged item, if a replacement is available, you'll need to give us a call or chat through the following link! Once you get through, just let us know what happened and we'll be happy to help!",AmazonHelp
"It’s a few days I have the same problem, how Can I solve?","We'd be happy to help. What's going on, exactly?",AppleSupport
EU SOU A MULHER MAIS FELIZ DO BRASIL MAE TE AMO,"Olá! Que livros legais! 😍 Me diga, quando você receberá o seu pedido?",AmazonHelp
Concord New Hampshire,Thanks for providing the store location. We'll share your feedback with the Concord Store Leadership Team. - Gus,AskTarget
Yes. From Colchester to Stafford (return) due to delays I'll also miss my return journey too,"of that service, James ^MW 2/2",VirginTrains
why are you guys reserving money for uber rides I did not request for?!😠,Here to help! Send us a note via; so our team can connect.,Uber_Support
"After my first paid ride, account got disabled. No idea why? Response I received doesnt help. Customers don’t matter!","Hello Tejaswita, happy to help! Can you please send us a DM with your email address with additional details?",Uber_Support
how can you cancel a refund as I have already refunded thru echeque and eBay has refunded the buyer too so buyer has two refunds 😩,"That shouldn’t happen, and we’d be happy to help! DM us your full name, email, postal code and item or case ID. We’ll take a look and get this worked out. Thanks!",AskeBay
i am trying to book a return multicity trip from ireland to usa. Getting an error 0999 on the app and on the website. What can i do,"You will need to speak to an agent over the phone to complete this booking. Please dial 1-800-241-4141 International Reservation Sales, they will gladly assist you. *AFC",Delta
is check in at TXL ever going to open for BA8494?,"Hi Andrew, hopefully it won't be too long before check in opens. Have a good flight!",British_Airways
Hope that the intended co pilot is okay.,We have found a replacement they are on their way to the gate now. -Maeghan,AlaskaAir
Does The iPhone X Hav Touch Id Now Let Me Know?,We can help. The iPhone X uses Face ID for authentication for various service like Apple Pay:,AppleSupport
"copy file with identical name and replace existing file, will break the link. IIRC, the second method also worked until fairly recently. /2",.name after the sync happened? Are the files you’re replacing large or small in size? 3/3,DropboxSupport
Tx for your time,It's our pleasure. Please let us know if we can be of further assistance.,VerizonSupport
Well I guess you guys are professional in bluffing. I am done with Amazon. I am not going to use it now. #OnePlus5T #AmazonPrime And I think I am done with as well.,"Apologies for the trouble with the delivery, we never intend to disappoint you. We'd like to sort this for you; please share your details here: As soon as we receive them, we'll check and reach out to you with an update.",AmazonHelp
When your Uber driver makes racist ass comments 😒 #uber,We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,Uber_Support
"I hate this bank (@ Wells Fargo Bank in Bayonne, NJ)",Tell me more about the situation. I'd like to try to help. Do not share any account numbers with your reply. Thanks.,Ask_WellsFargo
"For the love of Pete, make it so that when you press and hold down the guide button you get the option to do a full shutdown rather than the cumbersome and way to inconvenient way it is now, PLEASE! It cant be that difficult to do.","Hey there, if you are on the dashboard it works as you just described, while in-game 1",XboxSupport
"And support will never acknowledge the question of why they are #stealing this much money. Just the same ""trip breakdown"" response.","Hello, Joe. If you could please DM us with the email address linked to your Uber account, we can connect.",Uber_Support
Thanks for the fun booth at Our child already looks embarrassed.,Talk about a parenting win!,SouthwestAir
What's the status of complaint?,"Sorry for the trouble caused.As checked your complaint is still in-progress. We request you to be rest assured as your concern is addressed by us. Regards, Shweta",idea_cares
Just a wanderer in her natural habitat. Crew love #pilot #jetsetter #wanderer,"Hi, Tiphany. Thank you for tweeting us! What a lovely picture. So nice! 😊 *AJL",Delta
Left Walmart & all I want for Christmas is everything for my kitchen! It’s all so cute 💕☺️ one day I will have it!,I hope Santa can help make it happen for you!🤞 -Brian,Walmart
"is disappointing! This is why i rather fly i simply want to change the name of the passenger, not change my flight. They rather i lose my money & have an open set than be helpful &change the person name. That’s bad business! Thought the customer was important!","You're very important to us but we have to stay consistent with our policy. If the name is misspelled, we can help with that.",AmericanAir
"you were notable to help me. This happens last month too. Then you send the invitation again, when I'm not even eligible?!?!",We see your DM and will be keeping all communication there. Keep an eye out for our response!,Uber_Support
"But that doesn't mean you can sell the product above MRP, and atleast for the customers who is highlighting the difference should be refunded the difference","As mentioned earlier, there may be cases where M.R.P of the product delivered is different from the M.R.P given on the website due to various reasons including time lag in updating prices post changes in M.R.P, product (1/3)",AmazonHelp
SQL Server hosted in UK West,Could you please direct message us with more info?,AzureSupport
I know how the hell to save battery. It’s your shit updates that has killed my battery. #BackToAndroid,What types of specific issues are you seeing with your battery? We'd love to help get things working right. DM us here:,AppleSupport
Sir its 1 Month (30 Days ) with no proper support. Still following up. Thanks :) #WorstTeam #WorstSupport #Amazonpaybalance #wasteOfTime,I get your concern. I'd request you to check for an email from social media team here: and reply to it. We'll reach out to you soon.,AmazonHelp
"Pre ordered a book and treated myself to another book, neither have even dispatched! The order is still at will dispatch on 22nd Oct.",When you placed the order what was the stated delivery date? You can quickly check from here:,AmazonHelp
"So looks like blocked us using ink that we have already purchased, because we have cancelled our instant ink plan. Allowed?!",Please click to send us a private message and I'll look into this ^Parul 2/2,HPSupport
just sent you an email - here are the pics to go with it #0869494936,"Hi Lauren, we're so sorry about this! We have replied to your email.",MOO
Amazon it's already more than 24 hours since I contacted you and yet still no response.,"You should have received a correspondence to your registered email address, request you to check and reply to the same. You can also find all the emails from us here:",AmazonHelp
When the tv stops working on your flight and you’re missing the patriots game 🙃,"Sorry to hear this, Shelby! Is the TV out for the whole flight, or just at your seat?",JetBlue
"Hey this pick up hasn't happened yet, it's been a month. A total of 3 items are pending now. Can someone do something about it. I left a message on the website also!","That's unacceptable, I'm sorry this wasn't intended. Did you report this to our customer service team here:",AmazonHelp
this happens when I try to opt in the Xbox one insider program,"Hi there! For more info regarding this, we recommend heading over to the preview forums",XboxSupport
"There's no reply button. The resolution pending because I haven't replied? Are u kidding me,?","We'd like to take a closer look, Samved. Please drop in your details here: and we'll reach out.",AmazonHelp
is it possible to just upgrade one part of multi leg journey rather than the whole journey of 4 legs?,"the upgrade. We'll also need your booking ref, email and contact number. Many thanks. ^Lisa 2/2",British_Airways
I called UPS to complain they did not give me a email or number I can send my complaint. They messed up my package.,"Please DM us your tracking number, phone number, and complete address so we can look into this.",UPSHelp
can you ask driver to deliver item today as he did not ring or knock the door,"We're not able to access your account via Twitter, but we can look into re-delivery w/ you if you'll please phone us again.",AmazonHelp
App is not working,"Our apologies, we have been getting some reports. Is this impacting both our apps and website on your end?",VerizonSupport
"Run and the time is not accurate either because it doesn't begin right away. It used to countdown, then begin. Now it freezes be4 starting","Just to clarify, are you starting the run from the iPhone or the Apple Watch?",NikeSupport
I would like a reversal on airtime bought from my M-pesa. Kindly assist,"Hey Tsonies, we'd love to help. Kindly share the Mpesa transaction code.",Safaricom_Care
Really? You’re funny. Your product sucks. Your customer service sucks. There are no other options or we would use them. I can’t even begin to explain how bad your company is. #fail,"I can assure you that we value you greatly as a customer. We always strive to provide the highest level support for our customers. Please come to us if you need any assistance, we greatly would want to change this feeling. We are here for you 24/7 and value you greatly. -TE",comcastcares
yal owe me $1.25 for that God awful Queso,Sorry to hear you didn't love it. Would you share more here? -AC,ChipotleTweets
Sometimes when you take off the views are just breathtaking. #BOItoSEA,A-MAZ-ING! -Tara,AlaskaAir
Just ordered $30 McDonalds to be delivered because I’m an American. #MINvsNYY #ALWildCard,Hope it was just what you needed to take your day to the next level! :),McDonalds
Will do that thx a lot guys,You bet. Make sure to keep us posted. We'll be standing by.,AppleSupport
今日までに届くって言っといて何で今日発送なんだよ、Amazonシステム腐ってんのかよ品いらねぇから金返せ糞が,ご不便をおかけしております。恐れ入りますが、Twitter上ではご注文状況を確認してご案内することができません。お手数ですが、こちらよりカスタマーサービスにお問い合わせいただきますようお願いいたします。 RI,AmazonHelp
Cheating it's customers by falsifying delivery. Online business runs on trust.,Could you please elaborate on what went wrong? We'll be sure to assist.,AmazonHelp
Is this possible to transfer money in prepaid idea.,"Request you to dial *567*< Receiver number > < Amount> # to transfer balance. Regards, Mahindra",idea_cares
"Since upgrading to iOS11 Spotify won’t let me shuffle my songs on my playlists, please help",Hey Tyler! That's not cool. Does logging out > restarting the device > logging back in help? Keep us posted /RV,SpotifyCares
"No, I did not turn it off unintentionally. Sometimes it just drops connection as if it is out of range, but I'm not more than 10 feet from the router. Upon further testing it seems that if I grip the top of the phone, it is guaranteed to drop connection, but does it randomly too.",Do you have a case on the iPhone?,AppleSupport
Thanks! Heading to LGA in a few with fingers crossed🤞,We're looking forward to seeing you!,AmericanAir
"I fixed it earlier, went back on cod, home screen, then quit the game and it was fine. Before I straight quit the game before going home screen",Glad to hear! Have a great rest of your day.,XboxSupport
",kindly assist me to complete SIM/SWAP, my contact is 0721645231","Hey, we believe you have been assisted on call. Have a good evening.",Safaricom_Care
Lololol was thinking more warrior pose! #TravelWarrior,Good thinking 😉 ~Angel,AlaskaAir
my tv screen saver keeps popping up every 3 minutes and I have it set for 5 hours.what is going on?,"Hello, We are able to look into your screen saver issue. Please send us a DM with your name and phone number for assistance. -AC",comcastcares
Delayed For 5 1/2 hrs Thanks To! Never Flying #delta AGAIN! #nightmareondelta #Birthdayweekend,"Hello. I am truly sorry to hear of your flight delay. If there is any way we can assist you, please let us know. *AJL",Delta
DL209 Edinburgh to JFK then I'm transferring for a flight to MCO. I'd ask cabin crew but I presume they're busy at the moment.,"If it's not a Virgin Atlantic operated flight Debbie we can't help. Ask the cabin crew, they won't mind.",VirginAtlantic
store won’t credit or refund. Loyal customer.GONE.,We never want to disappoint you. Send a DM with your zip code and phone number so we can fix it!,AskPapaJohns
I am getting the 10:20am from London Euston to Manchester Piccadilly on Saturday. Will there be an unreserved section for people who have not reserved seats?,Coach F and a portion of coach C,VirginTrains
how do I check toner levels on color laser jet CP1215?,Hi Jay. Thanks for the tweet. I could assist. Please click to find the toner level ^Maditau,HPSupport
"How about the Great Bend, KS area? Had to switch in 2010 because it fell a few miles outside of the network. HAD to go back to VZW :(","We're sorry to hear we lost you as a customer. Hopefully, we'll win you back soon. -CO",sprintcare
"No but it's insulting that you take a customer's money, can't deliver the package and then think an apology makes it all better. I get that stuff comes up and that's fine but then do the right thing and refund a portion of your fee. I'm tired of hollow apologies from companies.",Can you please DM us your tracking number.,UPSHelp
what d hell when u cant sell in exchange why u showing this deal even?,Sorry to know. Please reach us from here: we'll look into this and assist you.,AmazonHelp
"have you any plans for more pilot training schemes? If so, will there be sponsorship or loans available? Many thanks",The following link will advertise any forthcoming opportunities: Good luck. Many thanks.,British_Airways
Just noticed my middle name is missing on my Delta Profile. Tickets are correct. How can I get my middle name added? Flying tomorrow.,"Hello John, please forward your SkyMiles # *AMS",Delta
just had two orders in a row get “damaged” that were outside my apartment ready to be delivered. Like an explanation.,Feel free to DM us your account email if you'd like us to look into this.,Postmates_Help
is it possible for me to go and pick up a package that you're trying to deliver in the UK?,"Hey, what's going on exactly? Please don't provided any account specific or personal info!",AmazonHelp
"Wells Fargo is honestly the worst bank I've ever had. Debit card stolen, they refused to help with fraud investigation, charged $400.","I noticed your mention. Is there a specific concern or question I can help with? If so, provide details (no account #).",Ask_WellsFargo
I wish you could track your package when it was on the truck.,You can for available packages! Enroll in UPS My Choice and you'll get an email when it's available!,UPSHelp
having issues with input lag. Also the controller goes further in one direction than another or randomly pulls left and down,Sorry to hear that! Here's a link with more info for troubleshooting your controller:,AskPlayStation
hi do you know when you'll be getting stock of the gold Sony xa1 ultra in again?,"Hi Natasha, Do you have the catalogue number and I will check this for you - Alice",ArgosHelpers
"What can i do? If i want to start delivery providing business with amazon. because already i have tried alot of times to call Amazon support team and customer care, Kindly give me the information about ATS and procedures to start the business.","To join the I have Space program, write to __email__.",AmazonHelp
Hey!Do u ever respond to your replies on the website?The instructions said to reply and I did. It’s been a week. Bad Customer Service.,"That’s not what we like to hear, and we’d love to help you! DM us the details on what happened?",AskeBay
"""Hey, : are y'all really gonna keep me from getting a Galaxy S4? I'm not an iPhone head or feeling any of your newer/current joints.""",You would have to purchase through a 3rd party vendor.,sprintcare
"I'm trying to remove shows but the shows are still in ""my stuff""",Uh oh! It looks like My Stuff isn't giving you the option to remove the show. Please try these steps:,hulu_support
hw cn I get my complaint filed wid Uber.I m nt able to find any mail id & my query type is nt available in Help Option of App.,Thanks for reaching out. We'll get this sorted out! Please send us a note through so we can help.,Uber_Support
The Blue Cash Preferred,"877-621-2639, 6:00 a.m. - 2:00 a.m. ET / 7 days a week. All the best. ^Clarissa",AskAmex
Non c’est bel et bien le bon mdp. Un moment jnarrive a me connecter et puis ça me déconnecte et après impossible à me reconnecter,Je vous propose de contacter notre SAV via : afin de vérifier cela pour vous?,AmazonHelp
Ach die Suche unter #iOS11 ist miserabel 😤 früher fand ich meine installierten Apps ohne sie komplett auszuschreiben.,We offer support via Twitter in English. Contact us for help in your preferred language here:,AppleSupport
"Thanks for the help - was still pretty tricky to find, being only under 'amenities' when on listings it shows as a 'house rule'","We're glad we could help. If you have any further questions, just let us know as we're always happy to help. Thank you.",AirbnbHelp
The tone & approach used when requesting people to surrender bags was passive aggressive and condescending. Tone of both staff was #belowpar,training will be provided where required to avoid this happening again. Let us know if there's ever anything we can do to help.,British_Airways
"I called the EXP number about a flight delay, missed two flights. I was told I would get an email with ref # 30 mins, no email",Meet us in DM with your record locator and more info and we'll take a peek.,AmericanAir
May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER!,"Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2)",AmazonHelp
"Pic. Left over 4g (also tested lower strengths): blocked. Standing in the same spot, using a VPN (see lock at top of phone): loads. O2 is blocking",Can you test if this website works whilst you're connected to Wi-Fi please?,O2
how exactly should I eat this?,That's not cool. Where did you get this?,TacoBellTeam
"second order not delivered on guaranteed date and update falsely says rescheduled by customer Nonsense service,prime is bullshit",Apologies for miss. Certainly not an intended experience. Have you reported this to our team here: ^ VN,AmazonHelp
"Hi! For the Pro Reseller Plan, how much storage does it offer?",The Reseller plan itself doesn't offer storage. It offers a storefront where you can sell our products and email marketing.,GoDaddyHelp
Quatro livros da Elena Ferrante e o segundo volume dos 'Romances de Patrick Melrose',"Gabriella, você sabe qual desses livros vai ler primeiro?. Ficamos curiosos. 🤔📚",AmazonHelp
"Thanks for following up. The issue was resolved, sending out an angry tweet works. I got calls form your colleagues.","Happy we can help, have a great day!",asksalesforce
are you guys buying an Airbus 380 anytime soon? I want to go to Europe this winter but I was hoping fly out in that lol,I'm not sure if we currently have any deals on the table to purchase Airbus 380 fleets. *ALS,Delta
I haven’t stayed at resort recently quit with the calls ❌📞,Our apologies. Please follow and DM with phone number to be removed from marketing call list. Thank you! ~TG,HiltonHelp
"will give this a try, and let you know, thanks 💐","Let us know if these steps made it better, Ruchi. Keep us in the loop.",NikeSupport
"Hi, I received Fire 7 as present. But now can‘t download the apps. Recorded a short video - something is wrong but have no idea what/where. Help me!",Sorry for the trouble! Have you tried some of our basic troubleshooting steps mentioned here:?,AmazonHelp
